game_id,season,week,start_date,team,side,opponent,is_ap_ranked,ap_rank,pregame_elo,pregame_elo_rank,elo_source,fbs_field_size,timing_status,strength_score,strength_tier,top_percent
400763498,2015,1,2015-09-06T19:00:00.000Z,Marshall,home,Purdue,False,,1749,12,GAME_PREGAME,128,PREGAME_SAFE,91,Elite,10
400763498,2015,1,2015-09-06T19:00:00.000Z,Purdue,away,Marshall,False,,1350,97,GAME_PREGAME,128,PREGAME_SAFE,24,Weak,77
400756905,2015,1,2015-09-08T00:00:00.000Z,Virginia Tech,home,Ohio State,False,,1574,44,GAME_PREGAME,128,PREGAME_SAFE,66,Above Average,35
400756905,2015,1,2015-09-08T00:00:00.000Z,Ohio State,away,Virginia Tech,True,1,2033,1,GAME_PREGAME,128,PREGAME_SAFE,100,Elite,1
400763599,2015,2,2015-09-11T00:00:00.000Z,Western Kentucky,home,Louisiana Tech,False,,1515,61,GAME_PREGAME,128,PREGAME_SAFE,53,Above Average,48
400763599,2015,2,2015-09-11T00:00:00.000Z,Louisiana Tech,away,Western Kentucky,False,,1701,25,GAME_PREGAME,128,PREGAME_SAFE,81,Strong,20
400756912,2015,2,2015-09-12T00:00:00.000Z,Florida Atlantic,home,Miami,False,,1310,103,GAME_PREGAME,128,PREGAME_SAFE,19,Weak,82
400756912,2015,2,2015-09-12T00:00:00.000Z,Miami,away,Florida Atlantic,False,,1589,43,GAME_PREGAME,128,PREGAME_SAFE,67,Above Average,34
400787981,2015,2,2015-09-12T01:00:00.000Z,Utah,home,Utah State,True,24,1610,39,GAME_PREGAME,128,PREGAME_SAFE,70,Above Average,31
400787981,2015,2,2015-09-12T01:00:00.000Z,Utah State,away,Utah,False,,1572,49,GAME_PREGAME,128,PREGAME_SAFE,62,Above Average,39
400792601,2015,2,2015-09-12T15:30:00.000Z,Florida State,home,South Florida,True,11,1852,8,GAME_PREGAME,128,PREGAME_SAFE,94,Elite,7
400792601,2015,2,2015-09-12T15:30:00.000Z,South Florida,away,Florida State,False,,1336,99,GAME_PREGAME,128,PREGAME_SAFE,23,Weak,78
400603863,2015,2,2015-09-12T16:00:00.000Z,Auburn,home,Jacksonville State,True,6,1744,15,WEEKLY_CARRY,128,PREGAME_SAFE,89,Strong,12
400763594,2015,2,2015-09-12T16:00:00.000Z,Charlotte,home,Presbyterian,False,,1482,67,WEEKLY_CARRY,128,PREGAME_SAFE,48,Below Average,53
400757019,2015,2,2015-09-12T16:00:00.000Z,Michigan,home,Oregon State,False,,1546,52,GAME_PREGAME,128,PREGAME_SAFE,60,Above Average,41
400757019,2015,2,2015-09-12T16:00:00.000Z,Oregon State,away,Michigan,False,,1459,73,GAME_PREGAME,128,PREGAME_SAFE,43,Below Average,58
400763500,2015,2,2015-09-12T16:00:00.000Z,Illinois,home,Western Illinois,False,,1537,54,WEEKLY_CARRY,128,PREGAME_SAFE,58,Above Average,43
400756911,2015,2,2015-09-12T16:00:00.000Z,Louisville,home,Houston,False,,1670,30,GAME_PREGAME,128,PREGAME_SAFE,77,Strong,24
400756911,2015,2,2015-09-12T16:00:00.000Z,Houston,away,Louisville,False,,1563,51,GAME_PREGAME,128,PREGAME_SAFE,61,Above Average,40
400760492,2015,2,2015-09-12T16:00:00.000Z,Connecticut,home,Army,False,,1259,115,GAME_PREGAME,128,PREGAME_SAFE,10,Weak,91
400760492,2015,2,2015-09-12T16:00:00.000Z,Army,away,Connecticut,False,,1290,110,GAME_PREGAME,128,PREGAME_SAFE,14,Weak,87
400763506,2015,2,2015-09-12T16:00:00.000Z,Penn State,home,Buffalo,False,,1512,62,GAME_PREGAME,128,PREGAME_SAFE,52,Above Average,49
400763506,2015,2,2015-09-12T16:00:00.000Z,Buffalo,away,Penn State,False,,1402,86,GAME_PREGAME,128,PREGAME_SAFE,33,Below Average,68
400763502,2015,2,2015-09-12T16:00:00.000Z,Maryland,home,Bowling Green,False,,1495,65,GAME_PREGAME,128,PREGAME_SAFE,50,Above Average,51
400763502,2015,2,2015-09-12T16:00:00.000Z,Bowling Green,away,Maryland,False,,1322,102,GAME_PREGAME,128,PREGAME_SAFE,20,Weak,81
400763507,2015,2,2015-09-12T16:00:00.000Z,Purdue,home,Indiana State,False,,1359,94,WEEKLY_CARRY,128,PREGAME_SAFE,27,Below Average,74
400763414,2015,2,2015-09-12T16:00:00.000Z,Texas-San Antonio,home,Kansas State,False,,1301,108,GAME_PREGAME,128,PREGAME_SAFE,16,Weak,85
400763414,2015,2,2015-09-12T16:00:00.000Z,Kansas State,away,Texas-San Antonio,False,,1749,13,GAME_PREGAME,128,PREGAME_SAFE,91,Elite,10
400763508,2015,2,2015-09-12T16:00:00.000Z,Wisconsin,home,Miami (OH),False,,1702,24,GAME_PREGAME,128,PREGAME_SAFE,82,Strong,19
400763508,2015,2,2015-09-12T16:00:00.000Z,Miami (OH),away,Wisconsin,False,,1217,120,GAME_PREGAME,128,PREGAME_SAFE,6,Weak,95
400756907,2015,2,2015-09-12T16:30:00.000Z,Clemson,home,App State,True,12,1768,12,GAME_PREGAME,128,PREGAME_SAFE,91,Elite,10
400756907,2015,2,2015-09-12T16:30:00.000Z,App State,away,Clemson,False,,1483,66,GAME_PREGAME,128,PREGAME_SAFE,49,Below Average,52
400756916,2015,2,2015-09-12T16:30:00.000Z,Syracuse,home,Wake Forest,False,,1427,79,GAME_PREGAME,128,PREGAME_SAFE,39,Below Average,62
400756916,2015,2,2015-09-12T16:30:00.000Z,Wake Forest,away,Syracuse,False,,1325,101,GAME_PREGAME,128,PREGAME_SAFE,21,Weak,80
400756906,2015,2,2015-09-12T17:00:00.000Z,Boston College,home,Howard,False,,1531,57,WEEKLY_CARRY,128,PREGAME_SAFE,56,Above Average,45
400757020,2015,2,2015-09-12T18:00:00.000Z,Washington,home,Sacramento State,False,,1625,36,WEEKLY_CARRY,128,PREGAME_SAFE,72,Above Average,29
400757016,2015,2,2015-09-12T18:00:00.000Z,Colorado,home,Massachusetts,False,,1344,96,GAME_PREGAME,128,PREGAME_SAFE,25,Below Average,76
400757016,2015,2,2015-09-12T18:00:00.000Z,Massachusetts,away,Colorado,False,,1240,118,GAME_PREGAME,128,PREGAME_SAFE,8,Weak,93
400763415,2015,2,2015-09-12T19:00:00.000Z,Texas Tech,home,UTEP,False,,1405,85,GAME_PREGAME,128,PREGAME_SAFE,34,Below Average,67
400763415,2015,2,2015-09-12T19:00:00.000Z,UTEP,away,Texas Tech,False,,1308,105,GAME_PREGAME,128,PREGAME_SAFE,18,Weak,83
400787306,2015,2,2015-09-12T19:00:00.000Z,Central Michigan,home,Monmouth,False,,1407,84,WEEKLY_CARRY,128,PREGAME_SAFE,35,Below Average,66
400763416,2015,2,2015-09-12T19:00:00.000Z,West Virginia,home,Liberty,False,,1707,23,GAME_PREGAME,128,PREGAME_SAFE,83,Strong,18
400763412,2015,2,2015-09-12T19:30:00.000Z,TCU,home,Stephen F. Austin,True,3,1951,2,WEEKLY_CARRY,128,PREGAME_SAFE,99,Elite,2
400603866,2015,2,2015-09-12T19:30:00.000Z,Mississippi,home,Fresno State,True,17,1687,29,GAME_PREGAME,128,PREGAME_SAFE,78,Strong,23
400603866,2015,2,2015-09-12T19:30:00.000Z,Fresno State,away,Mississippi,False,,1387,87,GAME_PREGAME,128,PREGAME_SAFE,32,Below Average,69
400756918,2015,2,2015-09-12T19:30:00.000Z,Virginia Tech,home,Furman,False,,1575,48,WEEKLY_CARRY,128,PREGAME_SAFE,63,Above Average,38
400763505,2015,2,2015-09-12T19:30:00.000Z,Ohio State,home,Hawai'i,True,1,2032,1,GAME_PREGAME,128,PREGAME_SAFE,100,Elite,1
400763505,2015,2,2015-09-12T19:30:00.000Z,Hawai'i,away,Ohio State,False,,1360,93,GAME_PREGAME,128,PREGAME_SAFE,28,Below Average,73
400763499,2015,2,2015-09-12T19:30:00.000Z,Colorado State,home,Minnesota,False,,1535,55,GAME_PREGAME,128,PREGAME_SAFE,57,Above Average,44
